datetime,lat,lon
2021-04-27 01:18:20.088694,6.36940027605477,5.86351890008319
2021-04-27 01:19:06.732869,8.68647236942943,7.54629266957992
2021-04-27 01:19:53.365350,11.0444218643261,9.28987945523868
2021-04-27 01:20:40.006101,13.3899130941768,11.064961096934
2021-04-27 01:21:26.614908,15.6705098429494,12.8398344178597
2021-04-27 01:22:13.256211,17.9821737071619,14.6992244995751
2021-04-27 01:22:59.896792,20.2231980474308,16.5717464737434
2021-04-27 01:23:46.505751,22.4872930591687,18.5472318421025
2021-04-27 01:24:33.144953,24.7213471913896,20.5946630080838
2021-04-27 01:25:19.787023,26.8744038177907,22.6774677237767
2021-04-27 01:26:06.428081,29.035144407008,24.8962444303716
2021-04-27 01:26:53.069887,31.1508228231761,27.2174142103614
